地区ID,地区名,戦闘形式,人形ID,種類,人形,レベル,改造,リンク数,最大HP,会心率,会心ダメージ,破甲,火力,命中,回避,射速,防御,弾薬数,好感度,誓約,スキル1,スキル2,装備1,装備2,装備3,作戦能力,ダメージ予測 (1-Fairy),ダメージ予測 (2-Fairy),ダメージ予測 (3-Fairy),ダメージ予測 (4-Fairy),順位
743,コア3,昼戦,40,RF,SVT-38,1,0,1,42,40%,150%,15,43,8,5,24,0,0,50,0,1,0,-,-,-,159,7,9,11,12,40
743,コア3,昼戦,47,RF,G43,1,0,1,40,40%,150%,15,41,8,4,27,0,0,50,0,1,0,-,-,-,159,7,9,11,12,41
746,コア6,昼戦,56,AR,M4 SOPMOD II,90,0,5,525,70%,150%,15,62,83,44,76,0,0,100,0,4,0,レッドサイト (4-Star),レッドサイト (5-Star),高速弾 (4-Star),4377,547,656,765,875,1
746,コア6,昼戦,55,AR,M4A1,90,0,5,525,34%,100%,15,65,47,54,93,0,0,100,0,3,0,サイレンサー (4-Star),高速弾 (3-Star),チップ (4-Star),3991,498,598,698,798,2
746,コア6,昼戦,57,AR,ST AR-15,90,0,5,500,34%,150%,15,50,48,54,75,0,0,100,0,3,0,サイレンサー (3-Star),サイレンサー (2-Star),高速弾 (2-Star),3374,421,506,590,674,3
746,コア6,昼戦,75,MG,M1918,58,0,3,372,25%,150%,415,70,35,21,93,0,8,50,0,2,0,特殊貫通弾 (4-Star),レッドサイト (4-Star),-,3603,270,324,378,432,4
746,コア6,昼戦,162,SG,SPAS-12,67,0,3,690,40%,164%,15,36,8,6,29,19,4,50,0,1,0,防弾ベスト (3-Star),バックショット (4-Star),-,2152,269,322,376,430,5
746,コア6,昼戦,27,SMG,スコーピオン,70,0,4,540,5%,100%,13,30,11,66,94,0,0,100,0,1,0,チップ (3-Star),ホローポイント弾 (3-Star),-,2291,257,309,360,412,6
746,コア6,昼戦,26,SMG,Gr MP5,70,0,4,568,5%,150%,13,30,11,60,82,0,0,100,0,1,0,T外骨格 (2-Star),ホローポイント弾 (3-Star),-,2244,252,302,353,403,7
746,コア6,昼戦,37,RF,M14,71,0,4,288,50%,150%,60,88,53,24,40,0,0,70,0,1,0,徹甲弾 (2-Star),サイレンサー (3-Star),-,2307,230,276,322,369,8
746,コア6,昼戦,36,RF,スプリングフィールド,70,0,4,284,50%,150%,60,103,53,34,29,0,0,52,0,1,0,徹甲弾 (2-Star),サイレンサー (3-Star),-,2132,213,255,298,341,9
746,コア6,昼戦,54,AR,M16A1,58,0,3,288,20%,150%,15,37,29,27,66,4,0,50,0,1,0,高速弾 (2-Star),防弾ベスト (3-Star),-,1357,169,203,237,271,10
746,コア6,昼戦,29,SMG,ステンMK-II,44,0,3,399,5%,150%,15,15,8,44,64,0,0,67,0,1,0,T外骨格 (2-Star),-,-,1239,139,167,195,223,11
746,コア6,昼戦,61,AR,StG44,36,0,3,258,30%,150%,15,33,21,21,48,0,0,100,0,1,0,サイレンサー (3-Star),-,-,950,118,142,166,190,12
746,コア6,昼戦,105,AR,OTs-12,35,0,3,213,30%,150%,15,25,24,28,57,0,0,51,0,1,0,サイレンサー (3-Star),-,-,922,115,138,161,184,13
746,コア6,昼戦,18,SMG,イングラム,31,0,3,345,5%,100%,15,22,5,27,80,0,0,60,0,1,0,チップ (3-Star),-,-,964,108,130,151,173,14
746,コア6,昼戦,94,SMG,64式,32,0,3,348,5%,100%,15,21,5,27,82,0,0,60,0,1,0,チップ (3-Star),-,-,957,107,129,150,172,15
746,コア6,昼戦,44,RF,SV-98,36,0,3,171,40%,150%,15,72,33,13,30,0,0,65,0,1,0,-,-,-,962,96,115,134,153,16
746,コア6,昼戦,51,RF,FF FN49,35,0,3,189,40%,150%,15,65,27,14,26,0,0,50,0,1,0,-,-,-,844,84,101,118,135,17
746,コア6,昼戦,6,HG,トカレフ,41,0,3,183,30%,150%,15,20,24,36,43,0,0,52,0,1,0,サイレンサー (3-Star),-,-,798,69,83,97,111,18
746,コア6,昼戦,12,HG,C96,40,0,3,174,30%,150%,15,19,20,34,51,0,0,50,0,1,0,サイレンサー (3-Star),-,-,777,67,81,95,108,19
746,コア6,昼戦,71,AR,ガリル,24,0,2,130,24%,150%,15,25,15,16,49,0,0,47,0,1,0,サイレンサー (2-Star),-,-,470,58,70,82,94,20
746,コア6,昼戦,10,HG,PPK,34,0,3,114,30%,150%,15,15,25,46,49,0,0,36,0,1,0,サイレンサー (3-Star),-,-,666,58,69,81,93,21
746,コア6,昼戦,90,HG,FF FNP9,31,0,3,117,30%,150%,15,17,21,37,48,0,0,31,0,1,0,サイレンサー (3-Star),-,-,640,56,67,78,89,22
746,コア6,昼戦,5,HG,M1895,30,0,3,135,30%,150%,15,18,18,39,34,0,0,57,0,1,0,サイレンサー (3-Star),-,-,630,55,66,77,88,23
746,コア6,昼戦,70,AR,FF FNC,14,0,2,126,20%,150%,15,24,12,10,53,0,0,50,0,1,0,-,-,-,435,54,65,76,87,24
746,コア6,昼戦,16,SMG,トンプソン,1,0,1,119,5%,150%,15,12,2,8,57,0,0,50,0,1,0,-,-,-,241,27,32,37,43,25
746,コア6,昼戦,60,AR,AS Val,1,0,1,66,20%,150%,15,15,6,7,52,0,0,50,0,1,0,-,-,-,186,23,27,32,37,26
746,コア6,昼戦,25,SMG,MP40,1,0,1,93,5%,150%,15,11,2,8,52,0,0,50,0,1,0,-,-,-,197,22,26,31,35,27
746,コア6,昼戦,17,SMG,M3,1,0,1,93,5%,150%,15,11,2,9,46,0,0,50,0,1,0,-,-,-,199,22,26,31,35,28
746,コア6,昼戦,349,AR,AK74M,1,0,1,55,20%,150%,15,17,7,5,48,0,0,50,0,1,0,-,-,-,173,21,25,30,34,29
746,コア6,昼戦,348,RF,HS.50,1,0,1,44,40%,150%,15,54,10,4,22,0,0,50,0,4,0,-,-,-,203,20,24,28,32,30
746,コア6,昼戦,63,AR,Gr G3,1,0,1,55,20%,150%,15,20,6,5,41,0,0,50,0,1,0,-,-,-,162,20,24,28,32,31
746,コア6,昼戦,74,AR,SIG-510,1,0,1,58,20%,150%,15,20,5,5,39,0,0,50,0,1,0,-,-,-,162,20,24,28,32,32
746,コア6,昼戦,133,AR,63式,1,0,1,50,20%,150%,15,19,5,5,50,0,0,50,0,1,0,-,-,-,157,19,23,27,31,33
746,コア6,昼戦,77,MG,M2HB,1,0,1,108,5%,150%,15,42,3,3,72,0,10,50,0,1,0,-,-,-,252,18,22,26,30,34
746,コア6,昼戦,148,RF,IWS 2000,1,0,1,44,40%,150%,15,55,9,4,21,0,0,50,0,1,0,-,-,-,179,17,21,25,28,35
746,コア6,昼戦,40,RF,SVT-38,1,0,1,42,40%,150%,15,43,8,5,24,0,0,50,0,1,0,-,-,-,159,15,19,22,25,36
746,コア6,昼戦,47,RF,G43,1,0,1,40,40%,150%,15,41,8,4,27,0,0,50,0,1,0,-,-,-,159,15,19,22,25,37
746,コア6,昼戦,82,MG,DP28,1,0,1,71,5%,150%,15,31,4,4,76,0,9,50,0,1,0,-,-,-,207,15,18,21,24,38
746,コア6,昼戦,3,HG,M9,1,0,1,38,20%,150%,15,11,8,9,42,0,0,50,0,1,0,-,-,-,147,12,15,18,20,39
746,コア6,昼戦,2,HG,M1911,1,0,1,37,20%,150%,15,10,6,9,38,0,0,50,0,1,0,-,-,-,135,11,14,16,18,40
746,コア6,昼戦,9,HG,P38,1,0,1,33,20%,150%,15,10,6,10,38,0,0,50,0,1,0,-,-,-,131,11,13,16,18,41
748,コア8,夜戦,56,AR,M4 SOPMOD II,90,0,5,525,50%,150%,15,62,68,44,76,0,0,100,0,4,0,暗視装備 (4-Star),レッドサイト (5-Star),高速弾 (4-Star),3973,1092,1311,1529,1748,1
748,コア8,夜戦,55,AR,M4A1,90,0,5,525,20%,100%,15,65,47,47,93,0,0,100,0,3,0,暗視装備 (3-Star),高速弾 (3-Star),チップ (4-Star),3649,1003,1204,1404,1605,2
748,コア8,夜戦,57,AR,ST AR-15,90,0,5,500,40%,150%,15,50,63,48,75,0,0,100,0,3,0,レッドサイト (4-Star),暗視装備 (2-Star),高速弾 (2-Star),3154,867,1040,1214,1387,3
748,コア8,夜戦,27,SMG,スコーピオン,70,0,4,540,5%,150%,13,23,11,72,86,0,0,100,0,1,0,T外骨格 (2-Star),ホローポイント弾 (3-Star),-,2009,477,572,667,763,4
748,コア8,夜戦,26,SMG,Gr MP5,70,0,4,568,5%,150%,13,30,11,60,82,0,0,100,0,1,0,T外骨格 (2-Star),ホローポイント弾 (3-Star),-,1923,456,548,639,730,5
748,コア8,夜戦,29,SMG,ステンMK-II,44,0,3,399,5%,150%,15,17,8,40,64,0,0,67,0,1,0,X外骨格 (2-Star),-,-,1106,262,315,367,420,6
748,コア8,夜戦,54,AR,M16A1,58,0,3,288,20%,150%,15,37,29,27,66,4,0,50,0,1,0,高速弾 (2-Star),防弾ベスト (3-Star),-,949,260,313,365,417,7
748,コア8,夜戦,162,SG,SPAS-12,67,0,3,690,40%,164%,15,36,8,6,29,19,4,50,0,1,0,防弾ベスト (3-Star),バックショット (4-Star),-,1911,238,286,334,382,8
748,コア8,夜戦,18,SMG,イングラム,31,0,3,345,5%,100%,15,22,5,27,80,0,0,60,0,1,0,チップ (3-Star),-,-,862,204,245,286,327,9
748,コア8,夜戦,94,SMG,64式,32,0,3,348,5%,100%,15,21,5,27,82,0,0,60,0,1,0,チップ (3-Star),-,-,856,203,243,284,325,10
748,コア8,夜戦,61,AR,StG44,36,0,3,258,30%,150%,15,33,21,21,48,0,0,100,0,1,0,サイレンサー (3-Star),-,-,702,193,231,270,308,11
748,コア8,夜戦,105,AR,OTs-12,35,0,3,213,30%,150%,15,25,24,28,57,0,0,51,0,1,0,サイレンサー (3-Star),-,-,676,185,223,260,297,12
748,コア8,夜戦,6,HG,トカレフ,41,0,3,183,30%,150%,15,20,24,36,43,0,0,52,0,1,0,サイレンサー (3-Star),-,-,644,169,202,236,270,13
748,コア8,夜戦,12,HG,C96,40,0,3,174,30%,150%,15,19,20,34,51,0,0,50,0,1,0,サイレンサー (3-Star),-,-,614,161,193,225,257,14
748,コア8,夜戦,5,HG,M1895,30,0,3,135,30%,150%,15,18,18,39,34,0,0,57,0,1,0,サイレンサー (3-Star),-,-,531,139,167,195,223,15
748,コア8,夜戦,10,HG,PPK,34,0,3,114,30%,150%,15,15,25,46,49,0,0,36,0,1,0,サイレンサー (3-Star),-,-,523,137,164,192,219,16
748,コア8,夜戦,90,HG,FF FNP9,31,0,3,117,30%,150%,15,17,21,37,48,0,0,31,0,1,0,サイレンサー (3-Star),-,-,497,130,156,182,208,17
748,コア8,夜戦,75,MG,M1918,58,0,3,372,25%,150%,415,70,35,21,93,0,8,50,0,2,0,特殊貫通弾 (4-Star),レッドサイト (4-Star),-,1498,112,134,157,179,18
748,コア8,夜戦,71,AR,ガリル,24,0,2,130,24%,150%,15,25,15,16,49,0,0,47,0,1,0,サイレンサー (2-Star),-,-,361,99,119,138,158,19
748,コア8,夜戦,36,RF,スプリングフィールド,70,0,4,284,54%,150%,60,103,53,37,29,0,0,52,0,1,0,徹甲弾 (2-Star),サイレンサー (4-Star),-,1253,93,112,131,150,20
748,コア8,夜戦,70,AR,FF FNC,14,0,2,126,20%,150%,15,24,12,10,53,0,0,50,0,1,0,-,-,-,336,92,110,129,147,21
748,コア8,夜戦,37,RF,M14,71,0,4,288,50%,150%,60,88,53,24,40,0,0,70,0,1,0,徹甲弾 (2-Star),サイレンサー (3-Star),-,1205,90,108,126,144,22
748,コア8,夜戦,16,SMG,トンプソン,1,0,1,119,5%,150%,15,12,2,8,57,0,0,50,0,1,0,-,-,-,234,55,66,77,88,23
748,コア8,夜戦,17,SMG,M3,1,0,1,93,5%,150%,15,11,2,9,46,0,0,50,0,1,0,-,-,-,193,45,55,64,73,24
748,コア8,夜戦,60,AR,AS Val,1,0,1,66,20%,150%,15,15,6,7,52,0,0,50,0,1,0,-,-,-,165,45,54,63,72,25
748,コア8,夜戦,25,SMG,MP40,1,0,1,93,5%,150%,15,11,2,8,52,0,0,50,0,1,0,-,-,-,191,45,54,63,72,26
748,コア8,夜戦,44,RF,SV-98,36,0,3,171,40%,150%,15,72,33,13,30,0,0,65,0,1,0,-,-,-,576,43,51,60,69,27
748,コア8,夜戦,51,RF,FF FN49,35,0,3,189,40%,150%,15,65,27,14,26,0,0,50,0,1,0,-,-,-,559,41,50,58,67,28
748,コア8,夜戦,349,AR,AK74M,1,0,1,55,20%,150%,15,17,7,5,48,0,0,50,0,1,0,-,-,-,149,40,49,57,65,29
748,コア8,夜戦,74,AR,SIG-510,1,0,1,58,20%,150%,15,20,5,5,39,0,0,50,0,1,0,-,-,-,145,39,47,55,63,30
748,コア8,夜戦,63,AR,Gr G3,1,0,1,55,20%,150%,15,20,6,5,41,0,0,50,0,1,0,-,-,-,141,38,46,54,62,31
748,コア8,夜戦,133,AR,63式,1,0,1,50,20%,150%,15,19,5,5,50,0,0,50,0,1,0,-,-,-,136,37,44,52,59,32
748,コア8,夜戦,3,HG,M9,1,0,1,38,20%,150%,15,11,8,9,42,0,0,50,0,1,0,-,-,-,130,34,40,47,54,33
748,コア8,夜戦,2,HG,M1911,1,0,1,37,20%,150%,15,10,6,9,38,0,0,50,0,1,0,-,-,-,124,32,39,45,52,34
748,コア8,夜戦,9,HG,P38,1,0,1,33,20%,150%,15,10,6,10,38,0,0,50,0,1,0,-,-,-,120,31,37,44,50,35
748,コア8,夜戦,77,MG,M2HB,1,0,1,108,5%,150%,15,42,3,3,72,0,10,50,0,1,0,-,-,-,218,16,19,22,26,36
748,コア8,夜戦,82,MG,DP28,1,0,1,71,5%,150%,15,31,4,4,76,0,9,50,0,1,0,-,-,-,176,13,15,18,21,37
748,コア8,夜戦,348,RF,HS.50,1,0,1,44,40%,150%,15,54,10,4,22,0,0,50,0,4,0,-,-,-,162,12,14,17,19,38
748,コア8,夜戦,148,RF,IWS 2000,1,0,1,44,40%,150%,15,55,9,4,21,0,0,50,0,1,0,-,-,-,142,10,12,14,17,39
748,コア8,夜戦,40,RF,SVT-38,1,0,1,42,40%,150%,15,43,8,5,24,0,0,50,0,1,0,-,-,-,128,9,11,13,15,40
748,コア8,夜戦,47,RF,G43,1,0,1,40,40%,150%,15,41,8,4,27,0,0,50,0,1,0,-,-,-,126,9,11,13,15,41
