地区ID,地区名,戦闘形式,人形ID,種類,人形,好感度,誓約,スキル1,スキル2,装備1,装備2,装備3,作戦能力,ダメージ予測,順位
736,上級6,夜戦,11,HG,P08,100,0,10,0,暗視装備,ホローポイント弾,T外骨格,3100,542,505
736,上級6,夜戦,277,HG,Gr VP70,100,0,10,0,暗視装備,ホローポイント弾,T外骨格,3096,541,506
736,上級6,夜戦,139,HG,ブレン・テン,150,1,10,0,暗視装備,ホローポイント弾,T外骨格,3061,535,507
736,上級6,夜戦,9,HG,P38,150,1,10,0,暗視装備,ホローポイント弾,T外骨格,3048,533,508
736,上級6,夜戦,13,HG,92式,100,0,10,0,暗視装備,ホローポイント弾,T外骨格,3046,533,509
736,上級6,夜戦,90,HG,FF FNP9,150,1,10,0,暗視装備,ホローポイント弾,X外骨格,3035,531,510
736,上級6,夜戦,10,HG,PPK,100,0,10,0,暗視装備,ホローポイント弾,X外骨格,3032,530,511
736,上級6,夜戦,9,HG,P38,100,0,10,0,暗視装備,ホローポイント弾,T外骨格,2977,520,512
736,上級6,夜戦,139,HG,ブレン・テン,100,0,10,0,暗視装備,ホローポイント弾,T外骨格,2970,519,513
736,上級6,夜戦,90,HG,FF FNP9,100,0,10,0,暗視装備,ホローポイント弾,X外骨格,2960,518,514
736,上級6,夜戦,20125,MG,gun-10020125 Mod,200,1,10,10,徹甲弾,専用装備,アサルトパック,5717,285,515
736,上級6,夜戦,20125,MG,gun-10020125 Mod,100,0,10,10,徹甲弾,専用装備,アサルトパック,5375,268,516
736,上級6,夜戦,20075,MG,M1918 Mod,200,1,10,10,徹甲弾,専用装備,専用装備,5057,252,517
736,上級6,夜戦,20081,MG,LWMMG Mod,200,1,10,10,徹甲弾,専用装備,アサルトパック,4800,240,518
736,上級6,夜戦,20075,MG,M1918 Mod,100,0,10,10,徹甲弾,専用装備,専用装備,4740,237,519
736,上級6,夜戦,253,MG,ルイス,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,4612,230,520
736,上級6,夜戦,20199,MG,gun-10020199 Mod,200,1,10,10,徹甲弾,ドットサイト,アサルトパック,4586,229,521
736,上級6,夜戦,263,MG,Gr MG36,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,4547,227,522
736,上級6,夜戦,20081,MG,LWMMG Mod,100,0,10,10,徹甲弾,専用装備,アサルトパック,4549,227,523
736,上級6,夜戦,20089,MG,ブレン Mod,200,1,10,10,徹甲弾,ドットサイト,アサルトパック,4534,226,524
736,上級6,夜戦,253,MG,ルイス,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,4456,222,525
736,上級6,夜戦,112,MG,ネゲヴ,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,4426,221,526
736,上級6,夜戦,292,MG,RPK-16,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,4432,221,527
736,上級6,夜戦,263,MG,Gr MG36,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,4407,220,528
736,上級6,夜戦,307,MG,ZB-26,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,4385,219,529
736,上級6,夜戦,339,MG,RPK-203,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,4370,218,530
736,上級6,夜戦,1021,MG,アルマ・アルマス,150,1,10,0,徹甲弾,ドットサイト,専用装備,4342,217,531
736,上級6,夜戦,20199,MG,gun-10020199 Mod,100,0,10,10,徹甲弾,ドットサイト,アサルトパック,4356,217,532
736,上級6,夜戦,185,MG,Ameli,150,1,10,0,徹甲弾,ドットサイト,専用装備,4321,216,533
736,上級6,夜戦,238,MG,88式,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,4331,216,534
736,上級6,夜戦,208,MG,HMG21,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,4309,215,535
736,上級6,夜戦,109,MG,Gr MG5,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,4297,214,536
736,上級6,夜戦,112,MG,ネゲヴ,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,4290,214,537
736,上級6,夜戦,292,MG,RPK-16,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,4297,214,538
736,上級6,夜戦,20089,MG,ブレン Mod,100,0,10,10,徹甲弾,ドットサイト,アサルトパック,4273,213,539
736,上級6,夜戦,307,MG,ZB-26,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,4259,212,540
736,上級6,夜戦,173,MG,PKP,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,4237,211,541
736,上級6,夜戦,264,MG,ショーシャ,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,4228,211,542
736,上級6,夜戦,339,MG,RPK-203,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,4226,211,543
736,上級6,夜戦,1021,MG,アルマ・アルマス,100,0,10,0,徹甲弾,ドットサイト,専用装備,4224,211,544
736,上級6,夜戦,20039,RF,モシン・ナガン Mod,200,1,10,10,徹甲弾,専用装備,専用装備,4214,210,545
736,上級6,夜戦,109,MG,Gr MG5,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,4204,210,546
736,上級6,夜戦,185,MG,Ameli,100,0,10,0,徹甲弾,ドットサイト,専用装備,4193,209,547
736,上級6,夜戦,208,MG,HMG21,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,4184,209,548
736,上級6,夜戦,238,MG,88式,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,4195,209,549
736,上級6,夜戦,240,MG,Mk46,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,4166,208,550
736,上級6,夜戦,1033,MG,花園ゆりね,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,4176,208,551
736,上級6,夜戦,276,MG,Kord,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,4121,206,552
736,上級6,夜戦,345,MG,gun-10000345,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,4138,206,553
736,上級6,夜戦,1026,MG,クラエス,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,4111,205,554
736,上級6,夜戦,173,MG,PKP,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,4113,205,555
736,上級6,夜戦,264,MG,ショーシャ,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,4111,205,556
736,上級6,夜戦,319,MG,PM1910,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,4085,204,557
736,上級6,夜戦,20200,RF,gun-10020200 Mod,200,1,10,10,徹甲弾,オプティカル,カモフラージュマント,4064,203,558
736,上級6,夜戦,275,MG,M1895 CB,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,4072,203,559
736,上級6,夜戦,1033,MG,花園ゆりね,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,4073,203,560
736,上級6,夜戦,20053,RF,NTW-20 Mod,200,1,10,10,専用装備,オプティカル,カモフラージュマント,4059,202,561
736,上級6,夜戦,84,MG,RPD,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,4055,202,562
736,上級6,夜戦,79,MG,FF M249SAW,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,4031,201,563
736,上級6,夜戦,88,MG,MG3,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,4029,201,564
736,上級6,夜戦,271,MG,K3,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,4022,201,565
736,上級6,夜戦,240,MG,Mk46,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,4037,201,566
736,上級6,夜戦,276,MG,Kord,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,4021,201,567
736,上級6,夜戦,345,MG,gun-10000345,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,4039,201,568
736,上級6,夜戦,78,MG,M60,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,4006,200,569
736,上級6,夜戦,149,MG,AEK-999,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,4013,200,570
736,上級6,夜戦,20252,RF,KSVK Mod,200,1,10,10,専用装備,オプティカル,カモフラージュマント,4006,200,571
736,上級6,夜戦,249,MG,62式,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,3993,199,572
736,上級6,夜戦,254,MG,UKM-2000,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,3991,199,573
736,上級6,夜戦,275,MG,M1895 CB,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,3981,199,574
736,上級6,夜戦,319,MG,PM1910,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,3996,199,575
736,上級6,夜戦,1026,MG,クラエス,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,3985,199,576
736,上級6,夜戦,300,MG,CAR,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,3977,198,577
736,上級6,夜戦,85,MG,PK,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,3952,197,578
736,上級6,夜戦,121,MG,Mk48,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,3948,197,579
736,上級6,夜戦,195,MG,Gr MG23,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,3959,197,580
736,上級6,夜戦,20039,RF,モシン・ナガン Mod,100,0,10,10,徹甲弾,専用装備,専用装備,3924,196,581
736,上級6,夜戦,84,MG,RPD,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,3928,196,582
736,上級6,夜戦,88,MG,MG3,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,3937,196,583
736,上級6,夜戦,149,MG,AEK-999,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,3925,196,584
736,上級6,夜戦,78,MG,M60,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,3909,195,585
736,上級6,夜戦,79,MG,FF M249SAW,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,3905,195,586
736,上級6,夜戦,254,MG,UKM-2000,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,3902,195,587
736,上級6,夜戦,271,MG,K3,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,3912,195,588
736,上級6,夜戦,249,MG,62式,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,3884,194,589
736,上級6,夜戦,80,MG,M1919A4,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,3866,193,590
736,上級6,夜戦,121,MG,Mk48,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,3861,193,591
736,上級6,夜戦,300,MG,CAR,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,3862,193,592
736,上級6,夜戦,77,MG,M2HB,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,3840,192,593
736,上級6,夜戦,86,MG,MG42,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,3854,192,594
736,上級6,夜戦,85,MG,PK,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,3855,192,595
736,上級6,夜戦,195,MG,Gr MG23,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,3832,191,596
736,上級6,夜戦,20037,RF,M14 Mod,200,1,10,10,徹甲弾,専用装備,カモフラージュマント,3790,189,597
736,上級6,夜戦,261,RF,QBU-88,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3787,189,598
736,上級6,夜戦,20053,RF,NTW-20 Mod,100,0,10,10,専用装備,オプティカル,カモフラージュマント,3766,188,599
736,上級6,夜戦,80,MG,M1919A4,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,3771,188,600
736,上級6,夜戦,20095,RF,漢陽88式 Mod,200,1,10,10,専用装備,専用装備,カモフラージュマント,3755,187,601
736,上級6,夜戦,110,MG,FG42,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,3744,187,602
736,上級6,夜戦,266,RF,R93,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3744,187,603
736,上級6,夜戦,77,MG,M2HB,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,3740,187,604
736,上級6,夜戦,86,MG,MG42,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,3757,187,605
736,上級6,夜戦,20200,RF,gun-10020200 Mod,100,0,10,10,徹甲弾,オプティカル,カモフラージュマント,3755,187,606
736,上級6,夜戦,111,MG,AAT-52,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,3705,185,607
736,上級6,夜戦,20252,RF,KSVK Mod,100,0,10,10,専用装備,オプティカル,カモフラージュマント,3709,185,608
736,上級6,夜戦,82,MG,DP28,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,3685,184,609
736,上級6,夜戦,87,MG,MG34,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,3664,183,610
736,上級6,夜戦,20124,RF,gun-10020124 Mod,200,1,10,10,徹甲弾,オプティカル,カモフラージュマント,3658,182,611
736,上級6,夜戦,316,RF,劉氏歩槍,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3645,182,612
736,上級6,夜戦,110,MG,FG42,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,3643,182,613
736,上級6,夜戦,261,RF,QBU-88,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,3641,182,614
736,上級6,夜戦,20044,RF,SV-98 Mod,200,1,10,10,徹甲弾,オプティカル,カモフラージュマント,3624,181,615
736,上級6,夜戦,329,RF,SVCh,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3633,181,616
736,上級6,夜戦,257,RF,M200,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3604,180,617
736,上級6,夜戦,111,MG,AAT-52,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,3619,180,618
736,上級6,夜戦,204,RF,Ballista,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3589,179,619
736,上級6,夜戦,82,MG,DP28,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,3584,179,620
736,上級6,夜戦,87,MG,MG34,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,3580,179,621
736,上級6,夜戦,266,RF,R93,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,3581,179,622
736,上級6,夜戦,20201,RF,gun-10020201 Mod,200,1,10,10,徹甲弾,オプティカル,カモフラージュマント,3572,178,623
736,上級6,夜戦,50,RF,リー・エンフィールド,150,1,10,0,徹甲弾,専用装備,カモフラージュマント,3557,177,624
736,上級6,夜戦,222,RF,TAC-50,150,1,10,0,徹甲弾,専用装備,カモフラージュマント,3543,177,625
736,上級6,夜戦,36,RF,スプリングフィールド,150,1,10,0,専用装備,オプティカル,カモフラージュマント,3527,176,626
736,上級6,夜戦,46,RF,Kar98k,150,1,10,0,徹甲弾,専用装備,カモフラージュマント,3510,175,627
736,上級6,夜戦,198,RF,カルカノ M91/38,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3516,175,628
736,上級6,夜戦,334,RF,Model 99,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3502,175,629
736,上級6,夜戦,337,RF,デ・リーズル,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3516,175,630
736,上級6,夜戦,20037,RF,M14 Mod,100,0,10,10,徹甲弾,専用装備,カモフラージュマント,3517,175,631
736,上級6,夜戦,316,RF,劉氏歩槍,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,3503,175,632
736,上級6,夜戦,48,RF,WA2000,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3484,174,633
736,上級6,夜戦,20049,RF,gun-10020049 Mod,200,1,10,10,徹甲弾,オプティカル,カモフラージュマント,3481,174,634
736,上級6,夜戦,296,RF,Gr SL8,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3493,174,635
736,上級6,夜戦,1020,RF,ステラ・星井,150,1,10,0,徹甲弾,オプティカル,専用装備,3494,174,636
736,上級6,夜戦,1024,RF,リコ,150,1,10,0,徹甲弾,オプティカル,専用装備,3499,174,637
736,上級6,夜戦,20095,RF,漢陽88式 Mod,100,0,10,10,専用装備,専用装備,カモフラージュマント,3494,174,638
736,上級6,夜戦,329,RF,SVCh,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,3490,174,639
736,上級6,夜戦,20051,RF,FF FN49 Mod,200,1,10,10,徹甲弾,専用装備,カモフラージュマント,3469,173,640
736,上級6,夜戦,192,RF,JS05,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3458,172,641
736,上級6,夜戦,312,RF,VSK-94,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3449,172,642
736,上級6,夜戦,348,RF,gun-10000348,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3456,172,643
736,上級6,夜戦,1031,RF,ぺこら,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3448,172,644
736,上級6,夜戦,257,RF,M200,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,3453,172,645
736,上級6,夜戦,179,RF,Gd DSR-50,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3421,171,646
736,上級6,夜戦,197,RF,カルカノ M1891,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3435,171,647
736,上級6,夜戦,204,RF,Ballista,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,3435,171,648
736,上級6,夜戦,211,RF,SRS,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3403,170,649
736,上級6,夜戦,226,RF,Mk 12,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3418,170,650
736,上級6,夜戦,50,RF,リー・エンフィールド,100,0,10,0,徹甲弾,専用装備,カモフラージュマント,3407,170,651
736,上級6,夜戦,20124,RF,gun-10020124 Mod,100,0,10,10,徹甲弾,オプティカル,カモフラージュマント,3403,170,652
736,上級6,夜戦,128,RF,M99,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3391,169,653
736,上級6,夜戦,231,RF,M82A1,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3395,169,654
736,上級6,夜戦,198,RF,カルカノ M91/38,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,3383,169,655
736,上級6,夜戦,222,RF,TAC-50,100,0,10,0,徹甲弾,専用装備,カモフラージュマント,3394,169,656
736,上級6,夜戦,337,RF,デ・リーズル,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,3393,169,657
736,上級6,夜戦,36,RF,スプリングフィールド,100,0,10,0,専用装備,オプティカル,カモフラージュマント,3379,168,658
736,上級6,夜戦,20044,RF,SV-98 Mod,100,0,10,10,徹甲弾,オプティカル,カモフラージュマント,3361,168,659
736,上級6,夜戦,46,RF,Kar98k,100,0,10,0,徹甲弾,専用装備,カモフラージュマント,3367,168,660
736,上級6,夜戦,334,RF,Model 99,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,3373,168,661
736,上級6,夜戦,48,RF,WA2000,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,3358,167,662
736,上級6,夜戦,296,RF,Gr SL8,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,3352,167,663
736,上級6,夜戦,1020,RF,ステラ・星井,100,0,10,0,徹甲弾,オプティカル,専用装備,3358,167,664
736,上級6,夜戦,1024,RF,リコ,100,0,10,0,徹甲弾,オプティカル,専用装備,3356,167,665
736,上級6,夜戦,148,RF,IWS 2000,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3327,166,666
736,上級6,夜戦,247,RF,K31,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3325,166,667
736,上級6,夜戦,305,RF,タブク,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3328,166,668
736,上級6,夜戦,192,RF,JS05,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,3320,166,669
736,上級6,夜戦,348,RF,gun-10000348,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,3323,166,670
736,上級6,夜戦,1005,RF,ブローニャ,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3303,165,671
736,上級6,夜戦,197,RF,カルカノ M1891,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,3302,165,672
736,上級6,夜戦,20201,RF,gun-10020201 Mod,100,0,10,10,徹甲弾,オプティカル,カモフラージュマント,3314,165,673
736,上級6,夜戦,312,RF,VSK-94,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,3303,165,674
736,上級6,夜戦,1031,RF,ぺこら,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,3315,165,675
736,上級6,夜戦,184,RF,T-5000,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3298,164,676
736,上級6,夜戦,179,RF,Gd DSR-50,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,3283,164,677
736,上級6,夜戦,226,RF,Mk 12,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,3282,164,678
736,上級6,夜戦,42,RF,PTRD,150,1,10,0,徹甲弾,オプティカル,専用装備,3262,163,679
736,上級6,夜戦,43,RF,SVD,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3271,163,680
736,上級6,夜戦,146,RF,Gr G28,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3279,163,681
736,上級6,夜戦,235,RF,SPR A3G,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3277,163,682
736,上級6,夜戦,211,RF,SRS,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,3266,163,683
736,上級6,夜戦,231,RF,M82A1,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,3261,163,684
736,上級6,夜戦,317,RF,モンドラゴンM1908,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3247,162,685
736,上級6,夜戦,20049,RF,gun-10020049 Mod,100,0,10,10,徹甲弾,オプティカル,カモフラージュマント,3244,162,686
736,上級6,夜戦,128,RF,M99,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,3251,162,687
736,上級6,夜戦,273,RF,SSG3000,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3226,161,688
736,上級6,夜戦,20051,RF,FF FN49 Mod,100,0,10,10,徹甲弾,専用装備,カモフラージュマント,3239,161,689
736,上級6,夜戦,270,RF,四式,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3200,160,690
736,上級6,夜戦,117,RF,Gr PSG-1,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3192,159,691
736,上級6,夜戦,148,RF,IWS 2000,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,3198,159,692
736,上級6,夜戦,184,RF,T-5000,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,3180,159,693
736,上級6,夜戦,247,RF,K31,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,3190,159,694
736,上級6,夜戦,305,RF,タブク,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,3195,159,695
736,上級6,夜戦,1004,RF,雷電 芽衣,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3172,158,696
736,上級6,夜戦,1005,RF,ブローニャ,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,3162,158,697
736,上級6,夜戦,43,RF,SVD,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,3140,157,698
736,上級6,夜戦,146,RF,Gr G28,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,3156,157,699
736,上級6,夜戦,235,RF,SPR A3G,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,3150,157,700
736,上級6,夜戦,42,RF,PTRD,100,0,10,0,徹甲弾,オプティカル,専用装備,3133,156,701
736,上級6,夜戦,217,RF,SM-1,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3104,155,702
736,上級6,夜戦,230,RF,OBR,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3111,155,703
736,上級6,夜戦,255,RF,スカウト,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3103,155,704
736,上級6,夜戦,273,RF,SSG3000,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,3107,155,705
736,上級6,夜戦,317,RF,モンドラゴンM1908,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,3110,155,706
736,上級6,夜戦,284,RF,Zas M76,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3083,154,707
736,上級6,夜戦,35,RF,M1A1,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3071,153,708
736,上級6,夜戦,180,RF,PzB39,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3069,153,709
736,上級6,夜戦,268,RF,T-CMS,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3063,153,710
736,上級6,夜戦,117,RF,Gr PSG-1,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,3068,153,711
736,上級6,夜戦,270,RF,四式,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,3069,153,712
736,上級6,夜戦,1004,RF,雷電 芽衣,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,3053,152,713
736,上級6,夜戦,147,RF,SSG 69,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3001,150,714
736,上級6,夜戦,308,RF,C14,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3008,150,715
736,上級6,夜戦,320,RF,GM6 Lynx,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,3011,150,716
736,上級6,夜戦,38,RF,M21,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,2993,149,717
736,上級6,夜戦,145,RF,OTs-44,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,2991,149,718
736,上級6,夜戦,217,RF,SM-1,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,2984,149,719
736,上級6,夜戦,230,RF,OBR,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,2984,149,720
736,上級6,夜戦,174,RF,81式カービン,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,2974,148,721
736,上級6,夜戦,255,RF,スカウト,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,2979,148,722
736,上級6,夜戦,284,RF,Zas M76,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,2965,148,723
736,上級6,夜戦,241,RF,RT-20,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,2947,147,724
736,上級6,夜戦,256,RF,ファルコン,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,2958,147,725
736,上級6,夜戦,35,RF,M1A1,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,2956,147,726
736,上級6,夜戦,180,RF,PzB39,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,2940,147,727
736,上級6,夜戦,268,RF,T-CMS,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,2945,147,728
736,上級6,夜戦,308,RF,C14,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,2901,145,729
736,上級6,夜戦,38,RF,M21,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,2882,144,730
736,上級6,夜戦,147,RF,SSG 69,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,2890,144,731
736,上級6,夜戦,320,RF,GM6 Lynx,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,2894,144,732
736,上級6,夜戦,34,RF,M1ガーランド,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,2867,143,733
736,上級6,夜戦,145,RF,OTs-44,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,2870,143,734
736,上級6,夜戦,174,RF,81式カービン,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,2861,143,735
736,上級6,夜戦,182,RF,wz.29,150,1,10,0,徹甲弾,オプティカル,カモフラージュマント,2842,142,736
736,上級6,夜戦,256,RF,ファルコン,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,2843,142,737
736,上級6,夜戦,241,RF,RT-20,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,2837,141,738
736,上級6,夜戦,34,RF,M1ガーランド,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,2766,138,739
736,上級6,夜戦,47,RF,G43,150,1,10,0,徹甲弾,ドットサイト,カモフラージュマント,2738,136,740
736,上級6,夜戦,182,RF,wz.29,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,2738,136,741
